2015-10-24 09:40:46, 0.256566
2015-10-24 09:46:54, 0.880873
2015-10-24 09:53:01, 1.84647
2015-10-24 09:59:09, 0.184647
2015-10-24 10:05:17, 0.583905
2015-10-24 10:11:24, 0.356497
2015-10-24 10:17:32, 0.156644
2015-10-24 10:23:41, 0.811333
2015-10-24 10:29:49, 0.0420228
2015-10-24 10:35:57, 0.156644
2015-10-24 10:42:05, 0.122397
2015-10-24 10:48:13, 1.03835
2015-10-24 10:54:21, 0.880873
2015-10-24 11:00:29, 0.0956374
2015-10-24 11:06:37, 0.328354
2015-10-24 11:12:44, 1.12734
2015-10-24 11:18:54, 0.217656
2015-10-24 11:25:03, 0.583905
2015-10-24 11:31:12, 0.17007
2015-10-24 11:37:20, 0.256566
2015-10-24 11:43:27, 0.144278
2015-10-24 11:49:35, 0.456246
2015-10-24 11:55:43, 0.0302432
2015-10-24 12:01:51, 0.0302432
2015-10-24 12:07:59, 0.17007
2015-10-24 12:14:07, 0.184647
2015-10-24 12:20:15, 0.0537809
2015-10-24 12:26:24, 0.278557
2015-10-24 12:32:32, 0.0495351
2015-10-24 12:38:40, 0.302432
2015-10-24 12:44:48, 0.017007
2015-10-24 12:50:56, 0.537809
2015-10-24 12:57:03, 0.00811333
2015-10-24 13:03:11, 0.0495351
2015-10-24 13:09:20, 0.0495351
2015-10-24 13:15:28, 0.0236311
2015-10-24 13:21:36, 0.122397
2015-10-24 13:27:43, 0.184647
2015-10-24 13:33:51, 0.112734
2015-10-24 13:39:58, 0.122397
2015-10-24 13:46:06, 0.156644
2015-10-24 13:52:14, 0.112734
2015-10-24 13:58:21, 0.0356497
2015-10-24 14:04:29, 0.132888
2015-10-24 14:10:37, 0.0495351
2015-10-24 14:16:45, 0.122397
2015-10-24 14:22:52, 0.0184647
2015-10-24 14:29:00, 0.0328354
2015-10-24 14:35:07, 0.0144278
2015-10-24 14:41:15, 0.0495351
2015-10-24 14:47:23, 2.00473
2015-10-24 14:53:30, 0.0420228
2015-10-24 14:59:38, 0.0456246
2015-10-24 15:05:46, 0.184647
2015-10-24 15:11:53, 0.122397
2015-10-24 15:18:01, 0.156644
2015-10-24 15:24:09, 0.0537809
2015-10-24 15:30:17, 5.37809
2015-10-24 15:36:24, 0.387053
2015-10-24 15:42:32, 0.0495351
2015-10-24 15:48:39, 0.0278557
2015-10-24 15:54:47, 0.0456246
2015-10-24 16:00:55, 0.103835
2015-10-24 16:07:03, 0.017007
2015-10-24 16:13:11, 1.03835
2015-10-24 16:19:19, 0.956374
